(0.023896,-0.499954)
(-0.172826,-0.267556)
(-0.444105,0.145085)
(-0.41673,0.44969)
(-0.410321,0.388195)
(-0.406262,0.209235)
(-0.36671,0.0235298)
(-0.302713,-0.0590228)
(-0.202277,-0.0558489)
(-0.048616,0.0452284)
(0.0975066,0.106754)
(0.136326,0.0110477)
(-0.0278329,-0.174139)
(-0.234474,-0.191748)
(-0.23835,0.0641499)
(0.143742,0.408185)
(0.639241,0.294046)
(0.678457,0.0484634)
(0.452162,-0.11124)
(0.126621,-0.199072)
(-0.0294198,-0.0878933)
(0.0138249,0.0578021)
(0.103885,0.0428785)
(0.0590838,-0.0516373)
(-0.0733055,-0.013184)
(-0.117771,0.232398)
(0.123508,0.448134)
(0.368358,0.374645)
(0.398877,0.111576)
(0.272256,-0.263314)
(0.00903348,-0.411206)
(-0.070925,-0.191778)
(0.0226142,0.207739)
(0.334239,0.382122)
(0.477462,0.306284)
(0.2931,0.188818)
(0.0427564,-0.00787378)
(-0.109989,-0.0677511)
(-0.0979339,-0.0113834)
(0.0567644,0.0011597)
(0.201666,-0.1171)
(0.186438,-0.286996)
(0.0678732,-0.301279)
(-0.0724204,-0.136113)
(-0.178198,0.0820643)
(-0.16126,0.227271)
(-0.0939665,0.197699)
(-0.0172735,0.0916471)
(0.0475478,0.0390027)
(0.0875881,0.074221)
(0.127476,0.150304)
(0.176031,0.189276)
(0.214331,0.177831)
(0.214087,0.154332)
(0.155919,0.136814)
(0.0441603,0.0846889)
(-0.0600604,-0.0320444)
(-0.10123,-0.164403)
(-0.0573138,-0.23722)
(0.0578326,-0.201819)
(0.0776696,-0.0683004)
(-0.089877,0.00616474)
(-0.339396,0.0598773)
(-0.496719,0.131657)
(-0.449629,-0.00396741)
(-0.0500198,-0.0519425)
(0.376446,0.0333262)
(0.574053,-0.0271615)
(0.40144,0.0500198)
(0.0130009,-0.140141)
(-0.300943,-0.279183)
(-0.287881,-0.288278)
(0.0878323,-0.232032)
(0.430342,-0.136937)
(0.574145,-0.11359)
(0.486465,-0.0248726)
(0.245796,-0.0192267)
(0.0475478,-0.0602741)
(-0.0590228,0.0133671)
(-0.124607,0.175695)
(-0.106326,0.326914)
(-0.0648824,0.376049)
(-0.00753807,0.322947)
(0.129276,0.265389)
(0.24485,0.213691)
(0.205023,0.18836)
(0.0423597,0.195807)
(-0.0864284,0.210028)
(-0.0843226,0.23072)
(0.0602435,0.256417)
(0.261879,0.236427)
(0.372723,0.137089)
(0.339946,0.0559709)
(0.263283,-0.0159612)
(0.213202,-0.0513932)
(0.194708,-0.00933866)
(0.167455,0.079104)
(0.0982086,0.135868)
(-0.0160833,0.0963469)
(-0.137516,-0.0418409)
(-0.280404,-0.154576)
(-0.402295,-0.184759)
(-0.408429,-0.168126)
(-0.275216,-0.103214)
(-0.0814539,0.0191961)
(0.107303,0.0594195)
(0.207373,-0.0708029)
(0.128361,-0.263192)
(-0.0848109,-0.338481)
(-0.193152,-0.215308)
(-0.097232,0.0188299)
(0.170965,0.220252)
(0.467147,0.108921)
(0.476547,-0.106235)
(0.246529,-0.29783)
(-0.182104,-0.402326)
(-0.509812,-0.205847)
(-0.504959,-0.0161443)
(-0.303323,0.0257271)
(-0.0345164,0.0085757)
(0.145634,-0.0938139)
(0.166906,-0.255715)
(0.0732139,-0.31663)
(-0.0230415,-0.221351)
(-0.144902,-0.0289621)
(-0.217078,0.212714)
(-0.182806,0.404828)
(-0.203681,0.432752)
(-0.325999,0.336833)
(-0.47499,0.215918)
(-0.555437,0.109165)
(-0.52031,0.0215766)
(-0.311777,-0.044557)
(-0.0560625,-0.000335704)
(0.0644246,0.0418714)
(0.0449538,0.0193487)
(-0.0513016,0.04944)
(-0.0531022,0.166753)
(0.119327,0.294443)
(0.389416,0.216102)
(0.472793,-0.0397961)
(0.316446,-0.339946)
(-0.0202643,-0.488998)
(-0.185003,-0.371014)
(-0.0798059,-0.0986663)
(0.0995819,0.151036)
(0.23011,0.162084)
(0.128697,-0.00918607)
(-0.11951,-0.168126)
(-0.318308,-0.0954009)
(-0.276528,0.0907926)
(-0.0726646,0.250343)
(0.107486,0.207434)
(0.126286,-0.0439161)
(-0.0119938,-0.30607)
(-0.189459,-0.391736)
(-0.155278,-0.388012)
(-0.0397656,-0.375378)
(-0.0334483,-0.335917)
(-0.239509,-0.248177)
(-0.434919,0.0327158)
(-0.335093,0.396435)
(0.103122,0.609485)
(0.578448,0.445753)
(0.695425,0.125034)
(0.54741,-0.0679952)
(0.252876,-0.14182)
(0.0338755,-0.110965)
(-0.00695822,0.000183111)
(0.0675985,0.0414747)
(0.0869167,-0.0221259)
(-0.013245,-0.0396741)
(-0.119175,0.109439)
(-0.0253609,0.372448)
(0.270608,0.437666)
(0.394574,0.258736)
(0.36021,-0.0827052)
(0.131443,-0.389233)
(-0.0555132,-0.333628)
(-0.0445875,0.0224921)
(0.175237,0.351451)
(0.460891,0.353435)
(0.401044,0.255135)
(0.154454,0.0827052)
(-0.0586566,-0.0667135)
(-0.12891,-0.045381)
(-0.0286569,0.00497452)
(0.152135,-0.0392163)
(0.222846,-0.213202)
(0.122349,-0.334391)
(-0.0234687,-0.243965)
(-0.153661,-0.0117191)
(-0.164342,0.211951)
(-0.0982391,0.241249)
(-0.0619831,0.104312)
(-0.0103458,0.0179754)
(0.0639058,0.0959807)
(0.184667,0.191321)
(0.206488,0.127964)
(0.102542,-0.130955)
(-0.1442,-0.341563)
(-0.343791,-0.319193)
(-0.364086,-0.217475)
(-0.41435,-0.0685446)
(-0.485763,0.105625)
(-0.440809,0.200842)
(-0.236427,0.330943)
(0.250282,0.494034)
(0.568834,0.363384)
(0.402997,0.308786)
(-0.0241707,0.147679)
(-0.358531,0.00570696)
(-0.445448,-0.0299997)
(-0.30314,-0.0730918)
(-0.175756,0.0912503)
(-0.124363,0.347667)
(-0.00534074,0.522477)
(0.0539872,0.50795)
(0.178106,0.353008)
(0.392132,0.0853298)
(0.393048,-0.148289)
(0.154637,-0.156743)
(-0.155309,-0.0556658)
(-0.267647,0.149815)
(-0.103763,0.263161)
(0.197211,0.222846)
(0.395276,-0.00427259)
(0.313303,-0.239143)
(0.0572527,-0.353496)
(-0.235267,-0.306619)
(-0.358104,-0.125492)
(-0.301523,0.0216987)
(-0.158025,0.103854)
(0.0143742,0.0822779)
(0.16306,-0.0107425)
(0.230415,-0.09064)
(0.21482,-0.0362255)
(0.163244,0.156102)
(0.222205,0.353282)
(0.339824,0.438704)
(0.36668,0.375805)
(0.284433,0.194525)
(0.140263,-0.0360729)
(-0.0642109,-0.103458)
(-0.226417,0.0679952)
(-0.151433,0.3614)
(0.108127,0.48146)
(0.186438,0.368267)
(0.0219428,0.0912198)
(-0.244667,-0.144353)
(-0.473678,-0.101779)
(-0.383557,-0.0987579)
(-0.0482192,-0.034547)
(0.197485,0.0245369)
(0.178228,-0.0815455)
(-0.100894,-0.261238)
(-0.433424,-0.208472)
(-0.406995,-0.145573)
(-0.0301523,-0.0458693)
(0.3614,0.0838038)
(0.550279,0.0177923)
(0.45793,0.0856349)
(0.207099,0.0905484)
(0.114017,0.0019837)
(0.188025,-0.0373241)
(0.242866,-0.029664)
(0.123051,0.00683615)
(-0.174352,0.0349437)
(-0.382794,0.18128)
(-0.410657,0.24134)
(-0.218085,0.146641)
(0.108249,0.169591)
(0.309183,0.139836)
(0.263253,0.107517)
(0.0691855,0.0951262)
(-0.0442518,0.0878018)
(-0.00271615,0.117924)
(0.160833,0.127873)
(0.310923,0.0532243)
(0.332957,-0.075045)
(0.218818,-0.145054)
(0.0391552,-0.127049)
(-0.132359,-0.00558489)
(-0.223579,0.150273)
(-0.229926,0.218329)
(-0.242286,0.102054)
(-0.279275,-0.0723899)
(-0.335765,-0.161443)
(-0.338084,-0.133824)
(-0.272347,-0.00357067)
(-0.152043,0.151738)
(0.0284738,0.194159)
(0.18891,0.139378)
(0.257241,0.0814844)
(0.200629,0.113895)
(0.0879543,0.194922)
(-0.0274361,0.183355)
(-0.0889309,-0.00595111)
(-0.162664,-0.256203)
(-0.30546,-0.412061)
(-0.306101,-0.474807)
(-0.170019,-0.446699)
(0.0377514,-0.310617)
(0.164251,-0.127476)
(0.176611,0.000946074)
(0.149937,0.0928373)
(0.140049,0.163671)
(0.164098,0.152593)
(0.183599,0.00283822)
(0.122288,-0.261879)
(-0.120609,-0.441023)
(-0.308298,-0.40495)
(-0.235755,-0.263558)
(-0.0628376,-0.00463881)
(0.10651,0.199011)
(0.222877,0.211615)
(0.186163,0.121128)
(0.12595,0.0182501)
(0.15775,-0.0182501)
(0.301584,-0.040315)
(0.427107,-0.128697)
(0.450423,-0.145909)
(0.351512,-0.0349132)
(0.192297,0.0693381)
(0.14008,0.0481582)
(0.198889,-0.091464)
(0.174871,-0.318918)
(-0.00244148,-0.42671)
(-0.140873,-0.291482)
(-0.203223,0.0244758)
(-0.0259713,0.361766)
(0.343181,0.382244)
(0.459792,0.164739)
(0.2978,-0.0857265)
(0.0129093,-0.267067)
(-0.157414,-0.19129)
(-0.0182501,0.0306711)
(0.321024,0.114383)
(0.516434,-0.109043)
(0.387341,-0.244942)
(0.0421155,-0.325632)
(-0.305887,-0.237098)
(-0.327097,-0.0389111)
(-0.101596,0.0675069)
(0.110935,0.0473647)
(0.143681,-0.137272)
(-0.0301218,-0.313974)
(-0.257942,-0.33311)
(-0.317026,-0.260262)
(-0.296457,-0.205298)
(-0.357891,-0.121464)
(-0.487533,0.0359813)
(-0.491104,0.204596)
(-0.337535,0.300882)
(0.0655538,0.4691)
(0.512223,0.397626)
(0.533647,0.281564)
(0.191321,0.242073)
(-0.226508,0.0700095)
(-0.428785,0.0202643)
(-0.397778,-0.0498672)
(-0.216376,-0.000824)
(-0.142613,0.244453)
(-0.0289926,0.467086)
(0.0629902,0.536027)
(0.118503,0.426771)
(0.312571,0.205023)
(0.427747,-0.0910672)
(0.276162,-0.187902)
(-0.0285043,-0.116276)
(-0.255898,0.0641804)
(-0.192846,0.241798)
(0.0705893,0.262398)
(0.343059,0.102298)
(0.367473,-0.164098)
(0.169897,-0.32017)
(-0.110752,-0.34077)
(-0.316172,-0.204688)
(-0.351543,-0.0369884)
(-0.252724,0.0748314)
(-0.0690634,0.119297)
(0.139134,0.0728477)
(0.248085,-0.0729087)
(0.167608,-0.199591)
(-0.046083,-0.191321)
(-0.237251,-0.0221259)
(-0.232765,0.217933)
(-0.0572832,0.3549)
(0.126286,0.338969)
(0.183691,0.258126)
(0.119358,0.17243)
(0.0554216,0.0613727)
(0.0464187,-0.0639363)
(0.0776086,-0.103549)
(0.100009,0.0577715)
(0.213385,0.31727)
(0.415815,0.429609)
(0.361248,0.404767)
(0.204932,0.0968963)
(0.0513627,-0.335948)
(-0.154942,-0.418806)
(-0.136448,-0.158513)
(-0.0617695,0.245033)
(0.138279,0.362041)
(0.229499,0.107334)
(0.174749,-0.332102)
(-0.116276,-0.511887)
(-0.144902,-0.322306)
(-0.076632,0.0751061)
(0.120212,0.329112)
(0.320627,0.23249)
(0.327403,-0.0489517)
(0.185095,-0.287393)
(-0.0136113,-0.266121)
(-0.110752,-0.100528)
(-0.108524,0.00714133)
(-0.0792566,-0.0446486)
(-0.147862,-0.144902)
(-0.276528,-0.106143)
(-0.331675,0.0950957)
(-0.220618,0.322825)
(-0.0498367,0.377697)
(-0.00262459,0.251198)
(-0.0782495,0.103793)
(-0.197089,0.0994903)
(-0.201483,0.231452)
(-0.0270089,0.363262)
(0.199316,0.350536)
(0.218909,0.244362)
(-0.0265206,0.162694)
(-0.277261,0.230659)
(-0.36607,0.357921)
(-0.306406,0.26957)
(-0.079104,0.10123)
(0.093173,0.0448927)
(0.0141301,0.0705588)
(-0.135624,0.206244)
(-0.14658,0.304178)
(0.0319529,0.211158)
(0.352947,-0.00402844)
(0.431745,-0.27485)
(0.304819,-0.15186)
(-0.028016,0.172399)
(-0.162084,0.470077)
(-0.191168,0.535325)
(-0.227546,0.28132)
(-0.0856044,-0.0723289)
