(0.934446,-0.158544)
(0.54857,0.0439772)
(0.0739463,0.141179)
(-0.0218207,0.193457)
(0.252052,0.168249)
(0.54799,0.161168)
(0.557329,0.0381176)
(0.332377,-0.273721)
(0.151799,-0.797021)
(0.217994,0.997467)
(0.39024,0.998352)
(0.381939,-0.846126)
(0.018189,-0.141362)
(-0.465896,0.44911)
(-0.696738,0.637043)
(-0.57857,0.530595)
(-0.268075,0.36198)
(-0.0993988,0.261483)
(-0.176702,0.150426)
(-0.28898,-0.142918)
(-0.168706,-0.610859)
(0.147252,-0.964263)
(0.376995,-0.99411)
(0.308847,-0.814417)
(0.0468459,-0.312998)
(-0.0611286,0.187811)
(0.116672,0.696829)
(0.201239,0.0236824)
(-0.111972,0.0344249)
(-0.759362,-0.0854823)
(0.985198,0.431715)
(-0.972442,0.389386)
(0.998383,-0.412152)
(-0.815821,-0.479537)
(-0.682516,-0.240761)
(-0.675039,0.222907)
(-0.57799,0.331217)
(-0.366008,0.141575)
(-0.164708,-0.14893)
(-0.119633,-0.0705283)
(-0.242561,0.375805)
(-0.42616,0.826655)
(-0.568987,0.79696)
(-0.545732,0.241798)
(-0.305795,-0.629017)
(0.0141606,-0.000915555)
(0.254158,-0.998627)
(0.309854,-0.833094)
(0.176244,-0.323771)
(-0.0103458,0.117313)
(-0.0347301,0.489456)
(0.206458,0.733787)
(0.603534,0.809442)
(0.90933,0.679312)
(0.944426,0.424879)
(0.619709,0.174505)
(0.130863,0.0888089)
(-0.165838,0.149693)
(-0.0196844,0.205969)
(0.370647,0.137455)
(0.772851,0.0747703)
(0.81811,0.137516)
(0.775597,0.463881)
(0.582385,0.716239)
(0.864589,0.879971)
(0.647694,0.63802)
(0.185278,0.570635)
(0.813532,0.216254)
(-0.00811792,0.326762)
(-0.349742,-0.503739)
(-0.3296,-0.0764183)
(0.285653,-0.583178)
(0.709342,-0.565996)
(0.985748,-0.143742)
(0.612415,-0.326182)
(0.23011,0.877804)
(-0.053621,0.659719)
(0.543077,0.439467)
(0.36082,-0.19718)
(0.0556658,-0.258644)
(0.19602,-0.309641)
(0.533189,-0.245552)
(0.444929,-0.36314)
(-0.226447,-0.137913)
(-0.37022,0.446486)
(-0.454146,0.139988)
(-0.212531,-0.234382)
(-0.190741,-0.0871609)
(-0.0863369,0.331248)
(-0.0701926,-0.221503)
(-0.0802637,0.223579)
(-0.0996124,-0.45143)
(0.191687,-0.231727)
(0.558214,0.536515)
(0.810877,0.47792)
(0.332499,0.239906)
(-0.475356,-0.048677)
(0.784295,-0.042848)
(-0.366375,-0.131169)
(-0.179266,-0.422529)
(-0.00753807,-0.784722)
(0.8511,-0.800714)
(0.129124,-0.432875)
(-0.630604,0.171361)
(-0.148381,0.433515)
(-0.430158,0.266671)
(0.229621,-0.113559)
(-0.0265206,-0.247291)
(-0.0159307,0.0102542)
(0.0731529,0.534379)
(0.332987,0.624989)
(0.00451674,0.0156865)
(0.21482,-0.696249)
(0.662343,-0.942717)
(0.0189215,-0.659993)
(-0.116031,-0.133854)
(-0.376324,0.120914)
(0.805811,-0.0747093)
(-0.787439,-0.434492)
(-0.166234,-0.495193)
(0.386608,-0.165441)
(-0.0385449,0.238563)
(-0.518418,0.406934)
(-0.777856,0.327494)
(-0.52028,0.245918)
(-0.232337,0.294656)
(-0.268044,0.323771)
(-0.615162,0.0619221)
(-0.84933,-0.481429)
(-0.548204,-0.930937)
(-0.00570696,-0.922452)
(0.488754,-0.304117)
(0.104831,0.497635)
(-0.550645,0.913297)
(0.786309,0.683218)
(-0.365398,0.296304)
(-0.114658,-0.0580767)
(0.13422,0.107669)
(-0.952971,0.158269)
(0.741813,0.292306)
(0.208747,-0.526841)
(-0.436842,-0.25837)
(-0.392651,-0.371044)
(0.138951,0.849635)
(0.634816,-0.220222)
(-0.127964,0.32786)
(0.759789,0.872372)
(0.531816,0.784143)
(-0.300455,0.37199)
(-0.822138,-0.360454)
(0.997589,-0.84463)
(-0.837367,0.977966)
(-0.51503,-0.869686)
(-0.0530717,-0.432691)
(0.256081,-0.0359203)
(0.364116,0.0146794)
(0.154454,-0.173925)
(-0.121372,-0.290902)
(-0.469741,-0.0765709)
(-0.445936,0.394024)
(-0.340892,0.767418)
(0.352489,0.790521)
(0.220557,0.500748)
(-0.146153,0.237556)
(0.166631,0.292306)
(0.697439,0.621906)
(0.292825,0.899106)
(-0.294107,0.833827)
(-0.465529,0.452803)
(-0.430616,0.0187078)
(-0.199011,-0.20896)
(-0.15656,-0.231697)
(-0.337474,-0.237953)
(-0.753136,-0.340892)
(-0.989929,-0.484909)
(-0.986541,-0.572069)
(-0.96878,-0.61568)
(-0.645009,-0.703207)
(-0.275735,-0.907193)
(-0.135716,0.997589)
(-0.239784,-0.958037)
(-0.486099,-0.558184)
(-0.66039,0.0494095)
(-0.646718,0.377819)
(-0.477889,0.274545)
(-0.252907,-0.0644551)
(-0.120518,-0.178167)
(-0.160741,0.150487)
(-0.318552,0.681143)
(-0.486679,0.89227)
(-0.566393,0.567553)
(-0.442122,-0.227454)
(-0.166601,-0.916532)
(0.113987,0.999359)
(0.268746,-0.968505)
(0.232307,-0.584948)
(0.0639668,-0.0709555)
(-0.0398267,0.33021)
(0.0976592,0.634938)
(0.461409,0.775414)
(0.835932,0.717734)
(0.993744,0.492691)
(0.820795,0.229011)
(0.356334,0.083224)
(-0.0588092,0.122044)
(-0.13358,0.199164)
(0.183355,0.162999)
(0.605487,0.0436109)
(0.871059,0.0295419)
(0.819666,0.246834)
(0.706778,0.571917)
(0.681997,0.766137)
(-0.0599384,0.699515)
(-0.036317,0.522629)
(0.411512,0.335826)
(0.391583,0.180273)
(-0.363598,-0.10184)
(-0.286019,-0.312754)
(0.111393,-0.400678)
(0.478988,0.147832)
(0.502945,0.521928)
(0.448134,-0.0186468)
(0.734703,-0.0229194)
(0.00225837,0.559832)
(0.0801111,0.36317)
(-0.118809,-0.0888699)
(0.113895,-0.065981)
(0.326029,0.0455336)
(-0.250893,0.0967742)
(-0.443373,-0.226295)
(-0.758476,-0.715629)
(-0.584002,0.995148)
(-0.156316,-0.921964)
(0.528794,-0.34019)
(0.80813,0.3867)
(0.537919,0.684683)
(-0.229377,0.390393)
(-0.923765,-0.279153)
(-0.988311,-0.746055)
(-0.998291,-0.85989)
(-0.758599,-0.621387)
(-0.318552,-0.241737)
(-0.148503,-0.0168157)
(-0.258553,0.00933866)
(-0.518479,0.108951)
(-0.686178,0.420057)
(-0.608234,-0.196814)
(-0.284371,0.242897)
(0.162938,0.747917)
(0.512589,0.672018)
(0.493851,0.0715049)
(0.0724815,-0.11008)
(-0.448775,-0.0234382)
(-0.657033,0.283761)
(-0.389782,0.423963)
(0.183782,0.327158)
(0.635395,-0.0061037)
(0.647786,-0.315958)
(0.240364,-0.456771)
(-0.344554,-0.325846)
(-0.78045,-0.026368)
(-0.928465,0.227821)
(-0.839106,0.251808)
(-0.498001,-0.0207526)
(0.0316782,-0.452223)
(0.524064,-0.700949)
(0.671804,-0.547472)
(0.290353,-0.0537126)
(-0.612751,0.436872)
(0.984039,0.441328)
(-0.975341,-0.0240791)
(0.999115,-0.715598)
(-0.771844,0.976104)
(-0.340159,-0.925901)
(-0.495865,-0.502335)
(-0.50444,0.010651)
(-0.407575,0.0249336)
(0.603168,0.0146184)
(0.0239875,-0.0246284)
(0.178076,0.642506)
(0.42906,0.632466)
(-0.891995,-0.285134)
(0.0857875,0.808039)
(-0.699637,0.24131)
(0.599658,0.168096)
(0.164434,0.784845)
(0.559526,0.193091)
(0.414197,-0.321055)
(-0.146397,0.182379)
(0.0263985,0.402509)
(0.253975,-0.104831)
(0.233161,-0.300241)
(-0.451674,-0.068392)
(-0.987365,-0.0129398)
(-0.975677,-0.145909)
(0.992187,-0.353038)
(-0.615497,-0.274209)
(0.0440382,0.0421766)
(0.361919,0.231605)
(0.527421,-0.00561541)
(0.658223,-0.474624)
(0.767205,-0.671987)
(0.670766,-0.35844)
(0.24311,0.325266)
(-0.230842,0.680593)
(-0.346599,0.411084)
(0.0419019,-0.328715)
(0.598163,-0.680105)
(0.870846,-0.47853)
(0.657979,0.292428)
(0.163976,0.529832)
(-0.100314,0.336253)
(0.0883816,-0.870815)
(0.459334,-0.393628)
(0.644398,-0.228156)
(0.364574,-0.215033)
(-0.199377,0.955321)
(-0.596637,0.815943)
(-0.600604,0.392346)
(-0.250404,-0.443983)
(0.066744,-0.6751)
(0.0933561,-0.56624)
(-0.160863,-0.242531)
(-0.427015,-0.186285)
(-0.438307,-0.265755)
(-0.0930509,-0.283822)
(0.43498,-0.0252693)
(0.821375,0.309824)
(0.755638,0.439589)
(0.201178,0.191626)
(-0.715415,-0.2772)
(0.997314,-0.546098)
(0.995209,-0.557512)
(-0.626667,-0.291757)
(0.500412,0.20014)
(0.109256,0.584216)
(0.434523,0.88815)
(0.45436,0.91583)
(-0.524583,0.521928)
(-0.945128,-0.267403)
(-0.840144,-0.844539)
(-0.519272,0.942839)
(-0.386181,-0.604633)
(-0.498611,0.041261)
(-0.623524,0.653676)
(-0.614399,-0.0342723)
(-0.35728,-0.132145)
(-0.213141,-0.390423)
(-0.0787988,0.813562)
(0.00894192,-0.839991)
(0.605853,-0.178045)
(0.211676,0.659993)
(-0.0340892,0.572741)
(-0.0275277,0.513443)
(0.191839,0.431837)
(0.550951,0.564837)
(0.126011,0.539476)
(0.48204,0.202185)
(0.79812,-0.542009)
(0.842494,0.000183111)
(0.490829,-0.979827)
(0.110599,0.985382)
(-0.0460524,-0.786554)
(0.199927,-0.395184)
(0.607044,-0.316935)
(0.674215,-0.300546)
(0.54445,-0.0861843)
(0.20011,0.519364)
(0.467055,0.312387)
(0.211463,-0.41435)
(-0.181371,0.463546)
(0.381481,0.606983)
(-0.0851466,-0.005768)
(0.638173,-0.133854)
(0.470656,-0.0588702)
(0.0011597,0.129795)
(-0.366192,-0.0281075)
(-0.697439,-0.473128)
(-0.722129,-0.915525)
(-0.405499,0.99353)
(0.211798,-0.673818)
(0.746574,0.067568)
(0.739525,0.590747)
(0.186529,0.595843)
(-0.674673,0.0442824)
(0.99002,-0.555193)
(-0.983612,-0.833064)
(-0.934263,-0.750389)
(-0.50737,-0.399548)
(-0.191809,-0.0820643)
(-0.176489,-0.00286874)
(-0.394238,0.0465712)
(-0.626362,0.256783)
(-0.669546,0.703421)
(-0.446547,-0.0814844)
(-0.0282601,0.110233)
(0.40257,0.760857)
(0.565386,0.355602)
(0.291116,-0.0492874)
(-0.229865,-0.139317)
(-0.593249,0.0885952)
(-0.564684,0.42555)
(-0.285318,0.53679)
(-0.0705283,0.210761)
(-0.100131,-0.358196)
(-0.25013,-0.654622)
(-0.30607,-0.414777)
(-0.222358,0.0452284)
(-0.0755944,0.195532)
(0.11713,-0.156774)
(0.366558,-0.444838)
(0.548021,-0.179846)
(0.416822,0.605182)
(-0.07004,0.254677)
(-0.55443,0.23188)
(-0.664205,0.332286)
(-0.268624,-0.64922)
(0.0861843,-0.762322)
(0.0958892,-0.317301)
(-0.322489,0.356609)
(-0.442824,0.503891)
(-0.199591,0.0882901)
(0.728416,-0.56737)
(-0.315256,-0.860561)
(0.166204,-0.787683)
(0.640828,-0.571459)
(-0.112918,-0.504135)
(-0.0335398,-0.820429)
(0.314005,0.992126)
(0.739311,-0.992309)
(0.688894,-0.924406)
(0.219153,-0.241005)
(-0.388653,0.471145)
(-0.583667,0.615284)
(-0.435896,0.193945)
(-0.122715,-0.566027)
(0.0596942,-0.986084)
(0.203375,-0.97354)
(0.442793,-0.58092)
(0.770562,-0.0226447)
(0.837611,0.18186)
(0.452376,0.0315867)
(-0.438734,-0.202216)
(-0.995819,-0.113102)
(-0.983886,0.254372)
(-0.932463,0.656575)
(-0.331675,0.761834)
(0.201361,0.44966)
(0.38081,0.0331736)
(0.390362,0.0672018)
(0.513962,0.574114)
(0.731651,0.0819727)
(0.890347,0.149724)
(0.89346,0.294259)
(0.694632,0.393445)
(0.426099,-0.569659)
(0.254433,-0.824305)
(0.104495,-0.620106)
(-0.190466,-0.0940886)
(-0.564287,0.235359)
(-0.755272,0.235603)
(-0.533738,-0.0719321)
(0.0492569,-0.486709)
(0.548357,-0.830622)
(0.628193,-0.971068)
(0.337443,-0.923917)
(-0.00338755,-0.635487)
(0.0204169,-0.230476)
(0.462844,0.0278024)
(0.900388,0.0199286)
(0.965117,-0.0977508)
(0.618397,-0.101321)
(0.107517,0.144505)
(-0.0909757,0.441694)
(0.156896,0.444502)
(0.60802,0.00912503)
(0.848872,-0.54857)
(0.785302,-0.781213)
(0.492538,-0.50441)
(0.0983612,0.186773)
(-0.241188,0.712394)
(-0.559343,0.757683)
(-0.907102,0.503433)
(-0.999054,0.372021)
(-0.9841,0.576098)
(-0.991424,0.897122)
(-0.988678,0.899472)
(-0.965331,0.387738)
(-0.648366,-0.480117)
(-0.270669,-0.854427)
(0.00885037,-0.587756)
(0.175878,0.447066)
(0.155461,0.267983)
(0.0122074,0.237403)
(-0.127018,-0.169347)
(-0.15894,0.131138)
(-0.188788,-0.483902)
(-0.352031,-0.711447)
(-0.803552,-0.584246)
(0.996734,-0.262917)
(-0.985565,0.145787)
(-0.985565,0.456282)
(-0.985443,0.569201)
(-0.40144,0.391034)
(0.356914,-0.0886563)
(0.509018,-0.54619)
(0.199622,-0.695364)
(-0.37672,-0.4738)
(-0.769036,-0.0556963)
(-0.784753,0.25071)
(-0.426527,0.381878)
(0.0923185,0.447157)
(0.448317,0.588)
(0.478347,0.765374)
