(-0.0893887,-0.815363)
(-0.336985,-0.233375)
(-0.576983,0.0810266)
(-0.818384,-0.238044)
(-0.817682,-0.661367)
(-0.673391,-0.682516)
(-0.489334,0.218482)
(-0.361003,0.282693)
(-0.341929,-0.156377)
(-0.426893,0.279427)
(-0.377972,0.0800806)
(-0.301096,-0.93234)
(-0.371715,-0.900632)
(-0.653066,-0.258339)
(-0.871487,0.503311)
(-0.833888,0.662221)
(-0.417798,0.338755)
(0.230354,-0.127964)
(0.646687,-0.166265)
(0.575304,0.175726)
(0.0408948,0.520737)
(-0.617634,0.438276)
(-0.98056,-0.0125431)
(-0.871944,-0.482803)
(-0.37083,-0.499863)
(0.275338,-0.045381)
(0.658467,0.647328)
(0.620502,0.918882)
(0.230811,0.832728)
(-0.271706,-0.0323496)
(-0.580859,-0.682028)
(-0.365459,0.78283)
(0.112094,-0.356517)
(0.777551,-0.242409)
(-0.0295114,-0.613056)
(0.41966,-0.382305)
(0.475692,-0.959502)
(-0.406476,0.999481)
(-0.720847,0.0447401)
(-0.805017,-0.0485549)
(-0.327128,0.196936)
(0.209632,0.528611)
(0.418073,-0.0932951)
(0.162725,-0.00912503)
(-0.592853,0.35667)
(-1.00003,0.272378)
(-0.993866,-0.461379)
(-0.759331,-0.477828)
(-0.059389,-0.483108)
(0.350108,-0.328074)
(0.347514,-0.194525)
(0.114048,0.0449538)
(0.0502335,0.447035)
(0.263161,0.686972)
(0.470992,-0.971557)
(0.334147,0.184454)
(-0.253395,0.180731)
(-0.874264,-0.98526)
(0.988037,0.652852)
(-0.856563,0.509873)
(-0.324473,0.166967)
(-0.0572832,0.0366222)
(-0.322062,-0.0487991)
(-0.750175,-0.111667)
(-0.826411,-0.407697)
(-0.444838,-0.779107)
(0.0345775,-0.91998)
(0.0228278,-0.576495)
(-0.459639,0.135929)
(-0.868587,0.675283)
(-0.545305,0.713553)
(0.384045,0.270119)
(-0.10715,-0.298959)
(-0.0887173,-0.483688)
(0.288858,-0.302896)
(0.654408,0.210791)
(-0.165227,0.595416)
(-0.117954,0.90878)
(0.0586871,0.77337)
(0.100406,-0.12598)
(-0.336039,0.708823)
(-0.847835,0.491836)
(0.984893,-0.200873)
(-0.851833,-0.485488)
(-0.409558,-0.25898)
(-0.0590533,0.505112)
(-0.0141606,0.964415)
(-0.23603,0.869533)
(-0.34724,-0.0171514)
(-0.182714,-0.755181)
(0.478957,-0.89761)
(0.750694,0.114597)
(-0.123203,0.539323)
(0.65862,0.20481)
(0.192206,0.328929)
(-0.607501,0.999481)
(-0.711905,0.0699179)
(-0.426283,-0.033723)
(0.288491,-0.0355846)
(0.699545,0.890957)
(0.740013,0.881161)
(0.413251,0.18189)
(0.208472,-0.52504)
(0.185308,-0.551317)
(0.801355,-0.0298776)
(0.428297,0.425672)
(0.317942,0.402326)
(0.859157,0.0245674)
(0.00708029,-0.25779)
(0.424543,-0.0516984)
(-0.0570696,0.465072)
(0.0133976,0.794916)
(0.231758,0.777917)
(0.519425,0.54503)
(0.625141,0.36433)
(0.308817,0.498978)
(0.716849,0.780999)
(0.843898,0.920713)
(0.835963,0.820246)
(0.221015,0.500504)
(-0.30546,0.189276)
(-0.550035,0.110996)
(-0.199072,0.205206)
(-0.127537,0.284829)
(-0.281533,0.257424)
(0.856533,0.177587)
(-0.373424,0.21247)
(-0.305734,0.475509)
(-0.426801,0.707419)
(-0.0188299,-0.171728)
(-0.64977,-0.172765)
(0.111515,-0.526048)
(-0.0370495,0.101901)
(-0.400891,0.405408)
(0.232032,-0.0737632)
(0.826899,0.159703)
(0.953764,0.00924711)
(0.312906,-0.112094)
(-0.500046,-0.903836)
(-0.783868,-0.886196)
(-0.427656,0.810541)
(0.299814,-0.383038)
(0.873989,-0.132817)
(0.877499,-0.123325)
(0.527055,0.681204)
(0.188269,0.505142)
(0.0336314,0.423261)
(-0.0334483,0.20011)
(-0.133976,0.314005)
(-0.206915,0.318613)
(-0.104892,0.217933)
(0.161168,-0.155004)
(0.316752,-0.524247)
(0.098178,-0.768456)
(-0.427015,-0.808527)
(-0.852473,-0.760094)
(-0.857479,-0.689077)
(-0.379528,-0.526475)
(0.236213,-0.233833)
(0.428541,0.0385754)
(0.062685,0.115238)
(-0.560747,-0.0595721)
(-0.949828,-0.294137)
(-0.942778,-0.342662)
(-0.692679,-0.0728782)
(-0.36726,0.338084)
(-0.170049,0.54677)
(-0.0648213,0.401563)
(-0.121433,0.0903653)
(-0.313578,-0.0989105)
(-0.75338,-0.0219733)
(0.0408643,0.0401929)
(-0.962859,-0.124912)
(-0.0638752,-0.586413)
(0.411512,-0.819971)
(-0.250313,-0.6292)
(-0.136143,0.141972)
(0.220008,0.72512)
(0.177923,-0.337046)
(-0.74041,0.075808)
(-0.936125,0.487075)
(-0.818842,-0.299356)
(-0.525071,-0.74453)
(-0.433363,-0.750053)
(-0.344615,-0.52797)
(-0.179876,-0.232398)
(0.0710776,0.0474868)
(0.160314,0.256233)
(-0.00860622,0.278237)
(-0.329203,0.0174871)
(-0.51619,-0.440748)
(-0.431104,-0.822871)
(-0.195715,-0.910031)
(-0.0336619,-0.69158)
(-0.0258187,-0.36494)
(-0.0370495,-0.179907)
(0.115421,-0.131626)
(0.419965,-0.0246895)
(0.653798,0.270699)
(0.604144,0.60918)
(0.306131,0.739769)
(0.00183111,0.5515)
(-0.0648213,0.29603)
(0.124973,0.324351)
(0.356304,0.697287)
(0.401624,0.950987)
(0.255165,0.709738)
(-0.00100711,-0.345164)
(-0.279183,-0.037904)
(-0.511002,-0.955535)
(-0.795801,0.960326)
(-0.988891,-0.701712)
(-0.940092,0.0980865)
(-0.492843,0.353679)
(0.307932,-0.00436415)
(0.88525,-0.453383)
(0.943815,-0.666616)
(0.473006,-0.627644)
(-0.30961,-0.620624)
(-0.859554,-0.599658)
(-0.984344,-0.788537)
(-0.808374,-0.574755)
(-0.499374,-0.39079)
(-0.202338,0.47148)
(0.011536,0.124668)
(0.129704,0.00671407)
(0.0833155,0.230781)
(-0.177831,0.133671)
(-0.62862,0.825739)
(-0.960967,0.0388501)
(-0.972381,-0.354961)
(-0.670003,-0.42085)
